source,target,net_flow,net_flow_2014,net_flow_2015,net_flow_2016,net_flow_2017,net_flow_2018,net_flow_2019,net_flow_2020,net_flow_2021,source_category,target_category
handle0,handle24,0.056124236546932646,0.04023825626432439,0.06452410400975642,0.13327752646915805,0.019445917621938792,0.003858609227695316,0.10835372872183356,0.011344371746525092,0.012111999107490461,left,left
handle0,handle25,0.07568764850370514,0.18985611619942683,0.17766807820416156,0.04718316397660736,0.27360243726876865,0.19666430416893524,0.04304467724143422,0.016747348734589326,0.008300785798953908,left,left
handle0,handle26,0.019882912557988172,0.03849203572554687,0.024294990207283405,0.263901176356737,0.2092903492340224,0.04139491328285973,0.10241069063966327,0.05106068490291812,0.014704294208192588,left,centre
handle0,handle27,0.10039892058180944,0.018598409561928146,0.27853162773866535,0.17954236972105636,0.17814653084719453,0.06085187210042639,0.061276476769688094,0.04062041448848611,0.014458650086015898,left,centre
handle0,handle28,0.08861080091444573,0.29845415432509076,0.011969973527137958,0.17902064011112134,0.038701876361758786,0.10811112833723202,0.024535365646137692,0.07254261099808054,0.20554742122767755,left,centre
handle0,handle29,0.05461737486405242,0.06471918064110624,0.17311907425896808,0.16296542796125843,0.0292030680101004,0.10093051525425291,0.0240601771827453,0.12707180137849294,0.005793393332581963,left,left
handle0,handle30,0.09178511364595793,0.03261859240897695,0.03776734900934331,0.03416980633016834,0.020574297333147768,0.11682672507235434,0.12301103371792009,0.01114867832283431,0.2646617943010689,left,right
handle0,handle31,0.08604050625990253,0.12898932077315034,0.01582739750954208,0.06360035423450382,0.06839455137843838,0.07138474866451869,0.10929348075338426,0.0881756710360616,0.055946611190635244,left,right
handle0,handle32,0.0192057144601851,0.23541706146002161,0.028021732423825146,0.23686996559420717,0.22544905065249232,0.10889884637835852,0.22118033010949664,0.0999635651737325,0.08466329927098151,left,left
handle0,handle33,0.09118816824368685,1.0,0.019311592307521375,0.08444698485460636,0.12991234423128864,0.047822037744563985,0.04312115655076424,0.11777907596875742,0.028882385880774207,left,left
handle0,handle34,0.0703543549044374,0.24381623190165683,0.054877114736798786,0.014211393185315148,0.00972206140198836,0.02251555648627442,0.2648030888224746,0.15063970186234285,0.019762603920968392,left,right
handle0,handle35,0.06473900459613434,0.010915434432974554,0.06698113593974121,0.035974151699339,0.028077234855207297,0.033502883682573724,0.28380443569729513,0.05474347902547324,0.017709925786886706,left,left
handle0,handle36,0.03943659699640209,0.09177047041749413,0.04522057413244153,0.005212845290943311,0.15493153473119517,0.020185027746829315,0.02748462213867608,0.043704444572586904,0.25746754760732204,left,right
handle0,handle37,0.1050633741165727,0.2606808590408144,0.13057025270243872,0.08762245598527595,0.1375765235103559,0.04833440848274548,0.07248001925553159,0.07669843977411482,0.0416316855551553,left,right
handle0,handle38,0.04918879740291584,0.17415253571518574,0.01649201767483179,0.026726746638394354,0.39915839832653444,0.061273336043275915,0.15750952823726683,0.02185483225914332,0.24216063661543905,left,left
handle0,handle39,0.1395186889316419,0.06781805989767474,0.12427706427695648,0.020356445204617924,0.07270097841529553,0.2519446377908655,0.19062991434203877,0.013278593091563052,0.022212445591812485,left,centre
handle0,handle40,0.011084341791804665,0.10982943811199392,0.32395243974974897,0.15309553273152923,0.015705793735020554,0.06063558715072104,0.09206316126574395,0.0047866172952541995,0.033669222979720366,left,centre
handle0,handle41,0.07005205734741067,0.007183871505888992,0.0006948716884149819,0.30363055296485214,0.00850585771712673,0.07649004821028958,0.041953517991435124,0.22358518342677922,0.06656694112832948,left,centre
handle0,handle42,0.08926370704419782,0.045978237342595304,0.06108470845452806,0.022800469988580357,0.14489679159183838,0.24046208070124783,0.02642277358981762,0.12960789105392195,0.004956385631143089,left,centre
handle0,handle43,0.027560505741548707,0.02362094762686661,0.11832970050711566,0.15254080086582072,0.10035646741801664,0.12213480317903527,0.05732636741535652,0.004597151906732715,0.07411603997697491,left,right
handle0,handle44,0.023081945870674785,0.023052800159831407,0.10644630904100302,0.062060358626375614,0.18898080480315924,0.11904558647204169,0.1041657555651873,0.08213041440123549,0.06204378246415309,left,right
handle0,handle45,0.06085390915909495,0.16322603568484256,0.11349969579011009,0.5058221126993266,0.028303057003587474,0.08388516132493151,0.054212000920824,0.013280033981114821,0.20867005912865919,left,centre
handle0,handle46,0.07796806362017071,0.11260780185258153,0.12078253915906102,0.04070551549653474,0.04736205236330643,0.031256163527675164,0.2675802621863456,0.04951162472234515,0.012659591252825871,left,centre
handle0,handle47,0.10920851970783563,0.05019139704430953,0.017863362804887654,0.026777255592743836,0.03617245723268186,0.09600740948336428,0.09986506226079342,0.0994835797335764,0.057538924668767755,left,left
handle0,handle48,0.020209862549418197,0.06162498695524337,0.011072313739884801,0.0008548715475835361,0.021307722493698868,0.056864535010417855,0.1736037451898296,0.22234519406216652,0.19762518802631432,left,centre
handle0,handle49,0.10228206922566793,0.301140251828589,0.011737794336958662,0.04735341007956486,0.0316255287871718,0.18439768754445554,0.20439324145206506,0.00033470004121283415,0.18618850138275198,left,left
handle0,handle50,0.18297514847488608,0.007088243431774467,0.0006590749235861434,0.008323885962873033,0.09838644974143514,0.11313845474737765,0.02547744634441792,0.06690555512965014,0.13362016306270197,left,left
handle0,handle51,0.4616097010334715,0.007433992123317064,0.11339245646669106,0.2830859528393185,0.04376838748143639,0.031270932134682836,0.19033258612333792,0.006603779009429505,0.11916588660757599,left,left
handle0,handle52,0.03119616628504325,0.09403362700070965,0.013569585111017975,0.05794119352942524,0.22746285126627694,0.060402413843804036,0.03760903435294514,0.1517062464868716,0.015356904666738674,left,left
handle0,handle53,0.14925862814699992,0.04151133422504841,0.09010560140560166,0.16616995605451934,0.08648553834984272,0.04086217325691817,0.2080650765218171,0.0393311844134102,0.027593266376891204,left,centre
handle0,handle54,0.013555246781890467,0.10351443922369218,0.22447870355716137,0.08019219388533927,0.03346380814421586,0.000332467789166928,0.008004689306506147,0.10926936456592609,0.13909907243074823,left,right
handle0,handle55,0.050220873114021326,0.1616531432539919,0.05441652171385867,0.023016229695872165,0.015390973444494494,0.02283435587174027,0.0790686518666457,0.07520689068614964,0.16439795851698918,left,right
handle0,handle56,0.030046381885541797,0.025927079453040364,0.07965023273875178,0.05856480508801528,0.03613268446875564,0.0545039916569153,0.14983563273438363,0.009997986691626187,0.004086882014269205,left,right
handle0,handle57,0.024105517872768305,0.007241451885257309,0.013892204123772501,0.06159862670121053,0.05799279026401054,0.004747556484117066,0.01926669764846309,0.12135198530391474,0.36694990713825665,left,centre
handle0,handle58,0.04527942829357299,0.13282586123665405,0.059576866826585015,0.009986252026993611,0.15017056471425327,0.07476399379810775,0.08461933308077288,0.20201468451720514,0.036745253625609466,left,centre
handle0,handle59,0.07864323785770717,0.0021504155682531456,0.06241015890606627,0.07220696430114472,0.2345409657345053,0.02537704319545398,0.19419121343709098,0.0006952304853119543,0.0014684247482183374,left,centre
handle0,handle60,0.16750951770428252,0.09941822621218939,0.0018956524328463977,0.09784665240539073,0.18895939563648112,0.06163701245155182,0.10532846941806843,0.007194797667604376,0.28702479622552757,left,left
handle0,handle61,0.0032858530816852064,0.06425373553372217,0.008922618480190696,0.017412844505567463,0.2033871596045104,0.02937156140691068,0.09045552247976521,0.012404357637545892,0.24998620033220403,left,right
handle0,handle62,0.028528654105920887,0.17881112615856545,0.1376096584138286,0.13328984705601118,0.3331061878672437,0.03271269371851759,0.06398368136919683,0.03522237163208186,0.0039302059814616125,left,right
handle0,handle63,0.042705124819302574,0.22377459387350912,0.045395521368715545,0.015621995715886728,0.08736654219726743,0.2927301901276293,0.0016649156043846932,0.11490596480662517,0.006529773204328818,left,centre
handle0,handle64,0.06028330197451876,0.11112425924773964,0.1896462639565294,0.01103639132749165,0.1691010253484299,0.0018721208673287083,0.007503869239596503,0.1089286286987139,0.07058569651465081,left,right
handle0,handle65,0.0014636889263268192,0.03856386145406571,0.025971952071564924,0.031928499392417445,0.05351454520482565,0.15002993193234185,0.008707661711025369,0.05387132367592009,0.2629283770663951,left,left
handle0,handle66,0.1651395800994736,0.016876788662748242,0.012233982162012338,0.04014119966721285,0.09901836632549528,0.019262067872111106,0.0043984041023809395,0.00226779748938113,0.03774662072994644,left,right
handle0,handle67,0.03156672483914383,0.025283538994582005,0.0074872964078518565,0.2545190279735694,0.11199761825920782,0.09468627119817934,0.030096555243483248,0.0035029434961279297,0.008291423495012908,left,left
handle0,handle68,0.02273537881071311,0.05412081599074133,0.14743045092309848,0.09115311596106458,0.09481794315068354,0.023511470994875276,0.1799652179021486,0.18027418531185244,0.15009371112187145,left,centre
handle0,handle69,0.11909124598507494,0.27669489624572113,0.2144053668397185,0.07887762475468447,0.09797540180346405,0.13630386595652016,0.33564407377105177,0.010035662736359197,0.10245218963832554,left,centre
handle0,handle70,0.012303971877479156,0.12237325486454466,0.05402093335537998,0.04387771354321293,0.11736579235442715,0.029144247495881005,0.10231193033636986,0.023135618988663852,0.09094058918347592,left,left
handle0,handle71,0.1387118934469097,0.057305652160480725,0.0025554001193265462,0.312591584881619,0.07352715768027647,0.03798384667386414,0.04652263332739861,0.3343135976518306,0.07829401655736218,left,right
handle0,handle72,0.0016536831518044117,0.02120597976226534,0.16915896316762602,0.07672783292667701,0.051627541657362316,0.08845622079633227,0.25984817305915636,0.026982387545525854,0.2294160543144318,left,left
handle0,handle73,0.025461094381228424,0.2233368769678457,0.016875404282107678,0.005748115102870336,0.10890268822355179,0.2720685897876957,0.07379922133023491,0.06450144004664156,0.17208271329773614,left,right
handle0,handle74,0.196967770361655,0.0701630441346586,0.011567563242923462,0.003861033140878687,0.004689727167510677,0.031203862766682435,0.1386499167132007,0.07849797561554535,0.2832454659561979,left,centre
handle0,handle75,0.023198085316264983,0.0019320648452867022,0.015803712374529776,0.15104626501247534,0.03689927217999372,0.21229073426510628,0.06027638153048077,0.06173419688470335,0.23032936123506415,left,right
handle0,handle76,0.023836425676949335,0.08351117780126126,0.026250105116733882,0.08486173607379029,0.09179806850847343,0.09226692919879871,0.038793482927013206,0.05442922452094766,0.09821445724567539,left,right
handle0,handle77,0.12054800310243081,0.0020657698561913065,0.08125300834314063,0.10795097790799768,0.1425283619786225,0.008546508519859506,0.010113108931531797,0.3042762457553542,0.034703963328005065,left,right
handle0,handle78,0.0783199386743471,0.15815072282403422,0.11370378090042084,0.26268854352950016,0.16932761070602265,0.03200043678216284,0.025472489327250963,0.2662560325506039,0.07303299980747002,left,centre
handle0,handle79,0.0006066413748705474,0.06603623784430727,0.06886923756966684,0.3405657787608842,0.08383923288505732,0.36922679712530176,0.10307173545164298,0.02219196610243365,0.02601651943177054,left,left
handle0,handle80,0.1645276612908953,0.18423508408792538,0.12849742870870803,0.18717781193550215,0.016697640309151947,0.024576600840034248,0.015046896322358769,0.001967596140044864,0.02259356593768394,left,left
handle0,handle81,0.06681784931822624,0.4191150024663718,0.13181448238964638,0.06602073496596778,0.02712552317702841,0.19514985921371733,0.07211413283804201,0.11854880201873322,0.05764377088562839,left,right
handle0,handle82,0.014255625009732795,0.2240546695010525,0.11324807150059887,0.23880356139472478,0.012216610340696089,0.08141680332727895,0.06558038591869914,0.2979045941792105,0.05798115848697356,left,left
handle0,handle83,0.09791165386281209,0.07808011443836797,0.20136349010459925,0.049550376457722874,0.0022725030143516383,0.13689969306947922,0.2082196441338651,0.038103818057864246,0.10400887485075018,left,right
handle0,handle84,0.012488891145725678,0.14105405113223085,0.03657545831856191,0.0016748629524666197,0.14007749987371504,0.019988426124378022,0.002030448952963444,0.02684806510646011,0.04817498261357679,left,left
handle0,handle85,0.14529627221000208,0.060423517569899526,0.005209884322752134,0.06283007575028932,0.0607175788212634,0.12162012935438427,0.008743980137232182,0.04174115269930636,0.1391307332309337,left,right
handle0,handle86,0.11154148228746841,0.05414620744626366,0.10065359687748975,0.09174071352109689,0.0779933173416971,0.040367342238064714,0.033764584174923645,0.08748455260686071,0.06420682863795446,left,left
handle0,handle87,0.04005932662819927,0.21572713759832526,0.08891487097502525,0.06358253699270801,0.009164877253208383,0.16221159929064957,0.013966965560079958,0.020764334827664932,0.08281045974268035,left,right
handle0,handle88,0.019328815464729525,0.05440439281696177,0.2573993376307174,0.01618302713434655,0.03629711789265978,0.17693060351506018,0.10409612033374954,0.21993561733818706,0.09481617148353633,left,left
handle0,handle89,0.19927390496688302,0.02789659864854467,0.049194240809017326,0.029500358173053798,0.10807478397651221,0.023893761686538617,0.015358511524130798,0.10633925495021143,0.04270112075618359,left,right
handle0,handle90,0.09643690645595236,0.0038151559210298338,0.05727987046673446,0.022945454326557643,0.8373415462410565,0.08453023837823143,0.025072784237244634,0.09594568307356181,0.03565818604309988,left,left
handle0,handle91,0.04921695355812744,0.1519848474248677,0.10720252725358362,0.052807348989532904,0.10797800061173703,0.1005016484050307,0.05634791084929797,0.20393393402134297,0.007722950345601273,left,left
handle0,handle92,0.18404179522127123,0.5499896797263123,0.10162190013671633,0.10273718061294647,0.18166442948112232,0.2354003642197801,0.01220816107982711,0.07571196880795421,0.10854502487443188,left,left
handle0,handle93,0.036915887661064586,0.2553625263393661,0.008062391819488165,0.030165637304699927,0.035654453917966525,0.0012122357339410382,0.10227555207309168,0.009088799912382274,0.11340000775961456,left,left
handle0,handle94,0.10047767438460377,0.03676234475869536,0.10316123694211855,0.15344758233310668,0.18647264200852054,0.17046745686725706,0.06917965601664047,0.00024772303682392107,0.05927264409057988,left,left
handle0,handle95,0.07945199532190207,0.10996066111747296,0.11208640676286263,0.1240190975603284,0.0548323267767227,0.06534921838612302,0.15545388323718415,0.1142307443207835,0.1453910476744069,left,centre
handle0,handle96,0.0958499603541214,0.10109069008534594,0.0561058755931171,0.012697449967358384,0.04341757258752232,0.018327843921326303,0.15032653794491943,0.035844605682135995,0.06971895801557464,left,right
handle0,handle97,0.014770819686341774,0.12657441583105405,0.12864031883104107,0.110407300185568,0.09548970897783772,0.12749905739527825,0.12076803383600845,0.05869876485555806,0.3138408393057989,left,left
handle0,handle98,0.022904236808967332,0.01652645196832942,0.032815605933009626,0.0929909224657253,0.07264802078657728,0.13840236416238094,0.0019589695088473775,0.01568482229186043,0.07410075681561128,left,right
handle0,handle99,0.04082094879744882,0.22290084222101578,0.014970883305618216,0.04731097085857626,0.07388133533915395,0.3204505203991987,0.0794253362646195,0.6439178228905931,0.07001306112619468,left,left
handle0,handle100,0.1482801802753119,0.10314232384976345,0.028274245081734296,0.7278362662382615,0.05330371725621342,0.07503366672527288,0.25997029335650385,0.266962421662929,0.00891814550195754,left,right
handle0,handle101,0.12738965895358942,0.04548724115529732,0.07913314139373996,0.2688561277287236,0.06634201412683638,0.09943072970203319,0.15953853591685754,0.25169738553677123,0.13853454367448503,left,left
handle0,handle102,0.3037420575376895,0.012573487502896226,0.1692529439698572,0.25247142545465673,0.08610175948179778,0.2876944459854528,0.02074929712674251,0.014606647656962244,0.040815819510363116,left,centre
handle0,handle103,0.005206541661933179,0.22310314032699657,0.1260459413848384,0.1182466279372783,0.237821829944404,0.04062206897291654,0.09394346586986094,0.38502420758435857,0.0437003103576853,left,right
handle0,handle104,0.03948053741194481,0.019821423974819324,0.060202761996165005,0.002352144549339223,0.07454275157484729,0.1531016664721025,0.08029386786746778,0.23018969315286641,0.031055229717548052,left,centre
handle0,handle105,0.014877690721623663,0.06883546967956602,0.0030836166062198434,0.28140633059280434,0.3758469143191384,0.21951595751915548,0.11303159171452692,0.10495096744056621,0.023596204278519738,left,left
handle0,handle106,0.027254426931495032,0.23279125151323604,0.04093335820761063,0.0756836455768347,0.17979645075785877,0.20327563447912683,0.05559612586024936,0.07992810274117933,0.030807078097025025,left,left
handle0,handle107,0.17332972676278446,0.29705235764176574,0.12087680776691806,0.3429268363667629,0.09477030801709836,0.0337804487282614,0.21393411766647372,0.1604000322700804,0.018250183337773264,left,left
handle0,handle108,0.08609432419556533,0.10015366200074567,0.028860213834571363,0.00394364010690127,0.042514013507741366,0.16815993966879897,0.008191657860097928,0.3309674800764648,0.03735697317257855,left,centre
handle0,handle109,0.4333600452624938,0.00880453042204865,0.23438041417513267,0.11807505614818499,0.16543275104064514,0.000704932314339121,0.1600594319700278,0.09918490930269562,0.006659710686638253,left,left
handle0,handle110,0.039798558611089954,0.09521034416901418,0.1775596034819217,0.15958145648465857,0.13784971231321508,0.08463038659277211,0.10923098469509307,0.06452618450800247,0.03648375878520891,left,right
handle0,handle111,0.03604769565098256,0.008598337189267401,0.01844450508526628,0.16375193344246547,0.27130854033654367,0.05884242279811197,0.062176815917216015,0.09278392939441563,0.18632338702045206,left,right
handle0,handle112,0.019401375585365515,0.4023814653732826,0.2053187454104259,0.026757779671648118,0.00748716348641391,0.02553632005182902,0.10151117239536991,0.09693549496570654,0.3861849631212093,left,right
handle0,handle113,0.21156900278842447,0.08923695045003358,0.03161723597943799,0.016709869690745466,0.04276335011338399,0.03329631363467166,0.08020100551665632,0.0012966379597898034,0.15656914415051923,left,right
handle0,handle114,0.0490691304644208,0.004179818419906702,0.0016445438082864717,0.01929009692966602,0.09763347133339584,0.006535162852531264,0.06771121307653584,0.08273122603532287,0.07664705841587964,left,right
handle0,handle115,0.16845169721978523,0.17695992234393007,0.10665610169172636,0.03410898257082519,0.1518098369684777,0.15616448524959503,0.055604638632661026,0.06349404787951453,0.08682786811526708,left,centre
handle0,handle116,0.1654497776862868,0.10797004210523652,0.02813991459990065,0.01692435752193063,0.16362195822030165,0.2637100218393091,0.02274392697066782,0.023238755369548583,0.048113019658295834,left,left
handle0,handle117,0.21237917867804285,0.0384724816332272,0.007205414424992151,0.08348641315344611,0.041340164001240076,0.007935060869950583,0.31879223413808006,0.06729198732256007,0.03518634310436021,left,right
handle0,handle118,0.24585395264550258,0.3496664318641064,0.036224899669341476,0.05828828273766642,0.00833634136123895,0.004918781170649968,0.006219255637022207,0.17560365284359603,0.25339651888587067,left,left
handle0,handle119,0.009055939899049624,0.04990093983084507,0.1346871176068249,0.14719626070632064,0.23928964087315915,0.023204362971481367,0.046928018351669404,0.1289033947335268,0.03616742535235216,left,centre
handle0,handle120,0.08010642956858782,0.055628845598067446,0.04447478653170935,0.02520252548818246,0.0008904171777641121,0.0011281179712595755,0.2103671861806566,0.05191616684401671,0.14864028611415525,left,right
handle0,handle121,0.20474351961394427,0.05433870926572636,0.05370264105592556,0.1085860537239891,0.09235936421815967,0.04733107931027791,0.016540148125051043,0.2618982104899082,0.11411133636756825,left,left
handle0,handle122,0.10836554518517931,0.11002404962420598,0.030207339204636068,0.09145524932620899,0.3163087880264237,0.05767168234503416,0.13309027735682485,0.16230542814743834,0.2563039697023731,left,centre
handle0,handle123,0.04937598741573155,0.0003073689027768525,0.0027024221982395384,0.04982251631079959,0.15890775898464363,0.2749850276801062,0.06142978754891744,0.2555866383395935,0.024926870721733198,left,right
handle0,handle124,0.08291648250651198,0.0038885596146219304,0.06180186873944766,0.05078528806288125,0.21356345336790375,0.023284879927616423,0.05157950530523746,0.0033689504659745705,0.09718908740546534,left,left
handle0,handle125,0.08000781911165303,0.5636214349552594,0.13849813513621276,0.3604981102882134,0.03976680971898525,0.07051917483581222,0.02199948865990931,0.0029921843286458767,0.055657429817777763,left,centre
handle0,handle126,0.0178171157365495,0.3156728536341063,0.0277697704615415,0.03017525323861166,0.0195545262524683,0.19015494029580673,0.4250082355015998,0.05997104682427432,0.10990582328352416,left,right
handle0,handle127,0.168401065939035,0.05596047718874412,0.014480872944334762,0.0737756835754635,0.1363401186540709,0.13813500476329804,0.1729693930950561,0.013769614152680984,0.053010775122464264,left,centre
handle0,handle128,0.00474705750650888,0.20542018202000334,0.006557240965835918,0.04889353509327613,0.2635020510778035,0.1390054990007602,0.19497864429099754,0.1585285192580458,0.21007979495040785,left,right
handle0,handle129,0.0071417727140204185,0.21068272086822823,0.06318018084338627,0.26453110251307743,0.04230997242648313,0.336841287839997,0.2474834459371131,0.005475975221808722,0.11675265504265192,left,right
handle0,handle130,0.01333508541598199,0.07896926184698655,0.15494834206115343,0.11704045461881335,0.05030282430266379,0.07784729534852257,0.06111005712984962,0.007163917540423591,0.06854173151204648,left,left
handle0,handle131,0.019838425139244265,0.026277131244565873,0.3019889105498408,0.057536046905456474,0.04797260268600631,0.11755589136142428,0.010526029085247074,0.033423874423542506,0.07695665657707695,left,centre
handle0,handle132,0.023538553805604105,0.07586183440240656,0.011968760230069807,0.10066507202009578,0.25639834573819986,0.02676318706911704,0.000476806268894684,0.014851280934279797,0.12890922252095519,left,centre
handle0,handle133,0.021179692645774267,0.14063026708053156,0.5329821454853264,0.005922178716652013,0.014254678608682663,0.03153022823065675,0.19145530343172662,0.007475113819401984,0.3820699617146602,left,left
handle0,handle134,0.06095776364458417,0.10355020896017121,0.00019172847941703196,0.46991403898422496,0.34680717810339085,0.20012829622058592,0.006938016493338421,0.027480618078238823,0.1616823136124591,left,right
handle0,handle135,0.08465242367170604,0.052031890448227744,0.04078142021826308,0.18336158318966186,0.11804634201353133,0.143170536567021,0.0019547435806581783,0.2054724046508553,0.019571395879896637,left,right
handle0,handle136,0.3517389658484638,0.17710063259253334,0.019512673930370622,0.01489452697151414,0.29219148850910504,0.015922813502631847,0.22242220287969475,0.01613671196141772,0.11770070172377096,left,right
handle0,handle137,0.022825717429817552,0.047089379698061394,0.033675335477945635,0.012233711993274938,0.17976444424733012,0.00856185432800165,0.1545511504803672,0.03467813108550396,0.10980727003829559,left,right
handle0,handle138,0.07436480537750736,0.2123521324742436,0.1408308281771897,0.14800073278087542,0.037665369672080055,0.019963362952322063,0.005234699010710356,0.01662594413810366,0.04362593572843196,left,left
handle0,handle139,0.014016487665009283,0.08795117337250244,0.00247539808453571,0.18806029282070102,0.028455782885715746,0.012650129058148654,0.2776774707672662,0.013572247851507136,0.18210984016695633,left,centre
handle0,handle140,0.13499445393435625,0.025368009723169344,0.04715630033155956,0.03408771443962583,0.06462240879077925,0.03723543939746856,0.05281501376535596,0.03293351343459836,0.0494727448682769,left,left
handle0,handle141,0.12080981363417789,0.06398320812579951,0.037537772137610004,0.013606754567150556,0.031115519069437627,0.1320757495279358,0.0005708965350475247,0.25597028298221786,0.03080666229429574,left,centre
handle0,handle142,0.1912651616572219,0.018090777770374475,0.2991088469610512,0.32055868064651427,0.1996261347957905,0.10453944001260425,0.044974006672321515,0.008820527618957567,0.04103381975714943,left,left
handle0,handle143,0.029087732329834696,0.7344597330667146,0.029260426180565683,0.10269455241091392,0.10468723415071149,0.18159914554637058,0.019708104796804633,0.0459613681697443,0.2743223761442765,left,centre
handle0,handle144,0.01241247476218298,0.011963633245613427,0.026216711188700996,0.058447277021072684,0.043086591750742066,0.01481858339602426,0.012088019134479922,0.15013472422637156,0.02356464305797062,left,centre
handle0,handle145,0.02874248349735582,0.20530814064831315,0.005668908558363727,0.03638223571562826,0.1471076630748903,0.10048490956075457,0.005767753846825613,0.03220164898247694,0.00808617105345849,left,centre
handle0,handle146,0.07956871718809404,0.09254329949483744,0.06127312831511284,0.15350927079467885,0.032291120305434046,0.28133791902492944,0.036488776962275905,0.2298731071739529,0.09335473872390813,left,right
handle0,handle147,0.12289596370905673,0.0885785854991854,0.01280624753097946,0.03780288206485795,0.19413263566367214,0.39676932921926245,0.024122336467402326,0.014748453575828246,0.012098587985749473,left,centre
handle0,handle148,0.05054401099243154,0.24318501089293562,0.021111929359231542,0.005997818165684352,0.03138788790664198,0.10637485524063771,0.06102355029120828,0.09094681195999157,0.017920873357487477,left,left
